Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chase Dollander","COL",5.27549,9.88605,8.71164,5.83964,22.661,22.661,0,0,,118.61,537.358,133.279,82.08,76.96,19.0325,52.1655,0.405874,7.06908,99.6957,7.56481,3.95826,1.91114,1.44416,0.185529,0.0970778,0.08845169842243195,0.278755,1.56348,0.317886,0.650914,,,5.0383,0.583194,-0.680092,741.8400268554688,,,,,,,324.09999999999985,2.7235294117647046,371,3.1176470588235294,,,,,,,,,,,,,,,,,,,"Chase Dollander","33482",801403
"Bennett Sousa","HOU",2.19041,1.39583,0,3.78046,47.387,0,1,6.8207,,50.2796,209.738,43.4018,22.62,21.12,5.8839,16.7919,1.33668,1.315,55.6227,9.9564,3.00574,3.31247,1.05321,0.265201,0.0800614,0.18513933569192886,0.226486,1.19718,0.288323,0.72318,,,3.52428,0.582372,0.320519,999,,,,,,,275.4,5.507999999999999,263,5.26,,,,,,,,,,,,,,,,,,,"Bennett Sousa","21345",656986
"Robert Suarez","ATL",2.54012,1.69429,0,3.9794,64.291,0,11,10.9338,,65.9948,276.709,59.8525,31.29,29.18,8.3802,21.1229,1.47824,1.3452,66.2135,9.02983,2.88063,3.13467,1.14285,0.23929,0.0763364,0.1629532128572464,0.235417,1.227,0.286519,0.71755,,,3.80064,0.579339,0.357192,205.83999633789062,,,,,,,399.0000000000001,6.045454545454547,391,5.924242424242424,,,,,,,,,,,,,,,,,,,"Robert Suarez","30115",663158
"Edwin Uceta","TBR",2.66236,1.93917,0,3.96981,59.291,0,10,10.3826,,63.5925,268.95,52.4757,30.11,28.05,8.79668,25.1295,1.95519,3.77383,76.4514,10.8199,3.55648,3.0423,1.24496,0.284259,0.0934356,0.19082333147525787,0.218607,1.22035,0.282167,0.727452,,,3.89252,0.576865,0.35263,496.44000244140625,,,,,,,382.7000000000001,5.979687500000002,358,5.59375,,,,,,,,,,,,,,,,,,,"Edwin Uceta","20539",670955
"Brant Hurter","DET",1.74572,1.32552,0,3.67037,44.118,0.086,0,6.2689,,52.1065,220.221,47.4528,22.88,21.25,4.27665,14.8345,1.58248,5.96816,49.3708,8.52749,2.56226,3.32812,0.738676,0.224187,0.0673616,0.1568256914615631,0.237956,1.19538,0.296191,0.699952,,,3.50481,0.573351,0.428421,999,,,,,,,272.40000000000003,5.238461538461539,267,5.134615384615385,,,,,,,,,,,,,,,,,,,"Brant Hurter","30133",676428
"Luke Weaver","NYM",3.25189,1.91418,0,3.78298,60.182,0.213,5,14.4654,,67.304,278.452,55.2195,30.3,28.29,9.31161,22.4322,1.20479,1.64464,70.1299,9.37788,2.99967,3.1263,1.24516,0.251857,0.0805606,0.1712961569428444,0.217079,1.15375,0.262431,0.732823,,,3.92293,0.568791,0.514132,723.8300170898438,,,,,,,391.0999999999999,5.83731343283582,367,5.477611940298507,,,,,,,,,,,,,,,,,,,"Luke Weaver","16918",596133
"Jon Gray",,3.1227,4.07485,2.76019,4.67283,10.953,9.113,0,0,,52.1183,223.414,51.454,28.9,27.06,8.05263,17.0808,0.35753,2.12685,44.5532,7.69363,2.94959,2.60837,1.39056,0.19942,0.0764539,0.12296649813652039,0.251971,1.31499,0.286288,0.692177,,,4.53965,0.558753,0.316622,999,,,,,,,186.79999999999998,3.592307692307692,189,3.6346153846153846,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Tyler Kinley","ATL",2.35466,1.53629,0,3.9205,58.87,0,2,13.3846,,59.824,251.828,50.5671,27.86,26.06,6.93672,23.1237,1.37648,2.00787,63.1404,9.49892,3.47877,2.73054,1.04357,0.250728,0.0918236,0.1589048132300377,0.223061,1.23179,0.278576,0.716337,,,3.79192,0.55753,0.343413,999,,,,,,,338.29999999999995,5.638333333333333,322,5.366666666666666,,,,,,,,,,,,,,,,,,,"Tyler Kinley","18297",641755
"Justin Bruihl","STL",2.14491,1.46217,0,3.64924,47.493,0,0,9.8943,,47.9689,202.285,42.4421,20.83,19.45,3.54457,15.4768,1.89796,4.53017,45.1403,8.46929,2.90378,2.91664,0.665039,0.223152,0.0765101,0.14664212614297867,0.232843,1.20743,0.291165,0.700366,,,3.46493,0.556909,0.41909,999,,,,,,,266.80000000000007,5.5583333333333345,258,5.375,,,,,,,,,,,,,,,,,,,"Justin Bruihl","23779",677865
"Tommy Nance","TOR",2.51708,1.3458,0,3.73027,53.01,0,0,11.7726,,56.1917,235.371,49.4035,24.93,23.29,5.57518,19.1469,1.26774,2.74625,56.0415,8.97595,3.06668,2.92693,0.892955,0.238099,0.0813476,0.15675097703933716,0.231422,1.21994,0.288607,0.718088,,,3.59915,0.551143,0.437348,999,,,,,,,307.20000000000005,5.485714285714287,296,5.285714285714286,,,,,,,,,,,,,,,,,,,"Tommy Nance","19178",667297
"Hunter Gaddis","CLE",2.4223,2.12289,0,3.85093,61.902,0.16,5,13.5156,,65.6491,273.893,55.4109,30.06,28.09,8.66868,21.8082,1.46135,3.10797,65.055,8.91855,2.98974,2.98305,1.18841,0.23752,0.079623,0.15789677202701569,0.222555,1.17624,0.266713,0.7246,,,4.00844,0.549329,0.460187,746.4400024414062,,,,,,,370.70000000000005,5.616666666666667,349,5.287878787878788,,,,,,,,,,,,,,,,,,,"Hunter Gaddis","25636",683769
"Aaron Bummer","ATL",2.19362,1.5265,0,4.09024,57.115,0.128,0,12.1178,,60.73,260.28,56.7268,29.7,27.6,4.84901,20.6137,1.53639,6.96814,59.462,8.81208,3.05488,2.88459,0.718608,0.228454,0.0791982,0.14925602823495865,0.243779,1.27351,0.308087,0.675255,,,3.5774,0.548915,0.191708,999,,,,,,,323.7000000000001,5.306557377049182,322,5.278688524590164,,,,,,,,,,,,,,,,,,,"Aaron Bummer","16258",607481
"Jason Adam","SDP",2.33327,1.47612,0,3.53023,50.982,0,2,14.9831,,52.4668,216.182,40.598,22.03,20.58,5.85286,18.3192,1.27529,3.24896,54.7271,9.38773,3.14242,2.98742,1.00398,0.253153,0.0847395,0.1684132143855095,0.208608,1.12294,0.259226,0.727226,,,3.73242,0.548644,0.531611,999,,,,,,,321.4,6.18076923076923,299,5.75,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Caleb Thielbar","CHC",2.78974,1.90044,0,3.82936,62.609,0,2,15.1051,,60.3782,250.357,51.6529,27.56,25.69,7.701,18.5074,1.08079,2.42641,57.911,8.63224,2.75873,3.12907,1.14791,0.231314,0.0739241,0.15738950669765472,0.225142,1.16201,0.268308,0.717432,,,3.9151,0.546717,0.343375,999,,,,,,,333.40000000000003,5.5566666666666675,319,5.316666666666666,,,,,,,,,,,,,,,,,,,"Caleb Thielbar","10078",573204
"Ryan Bergert","KCR",2.733,3.99799,0.543903,4.48647,23.037,8.938,0,0.666,,60.0806,258.141,55.5327,32.01,29.95,8.69916,23.8466,0.920377,1.86554,53.6739,8.04029,3.5722,2.2508,1.30312,0.207924,0.0923781,0.11554624140262604,0.238923,1.32121,0.2754,0.704895,,,4.51458,0.544081,0.392418,999,,,,,,,221.70000000000002,3.6950000000000003,217,3.6166666666666667,,,,,,,,,,,,,,,,,,,"Ryan Bergert","29863",686701
"Matt Strahm","KCR",2.59475,1.95444,0,4.07079,60.925,0.121,2,16.6661,,62.9214,262.39,54.097,30.43,28.46,9.40106,17.4372,1.11443,4.16199,65.6397,9.38882,2.49413,3.76436,1.34469,0.250161,0.0664551,0.18370573967695236,0.224664,1.13688,0.269659,0.704168,,,4.02087,0.543949,0.29891,732.5800170898438,,,,,,,362.1,5.747619047619048,345,5.476190476190476,,,,,,,,,,,,,,,,,,,"Matt Strahm","13799",621381
"Robert Stephenson","LAA",1.96909,1.69679,0,4.08051,52.619,0,10,9.0504,,53.2433,223.566,46.2679,25.93,24.14,7.83802,16.8489,1.21037,2.99153,66.0763,11.1692,2.84805,3.92171,1.3249,0.295556,0.075364,0.22019178420305252,0.227109,1.18544,0.296044,0.713162,,,3.68474,0.54252,0.173283,532.969970703125,,,,,,,332.20000000000005,6.267924528301887,319,6.018867924528302,,,,,,,,,,,,,,,,,,,"Robert Stephenson","13594",596112
"Angel Zerpa","MIL",2.78782,1.73611,0,3.66906,57.48,0.181,0,11.5914,,59.3612,249.323,54.7759,26.04,24.2,5.40621,17.3724,1.24478,4.44039,53.572,8.12227,2.63391,3.08373,0.819658,0.21487,0.0696785,0.14519153535366058,0.240763,1.21541,0.29294,0.713976,,,3.61652,0.542041,0.495783,999,,,,,,,325.1,5.510169491525424,323,5.47457627118644,,,,,,,,,,,,,,,,,,,"Angel Zerpa","22717",672582
"Ryan Feltner","COL",4.17367,8.54762,2.91254,5.62508,26.654,16.985,0,0.6093,,99.8705,448.74,112.56,66.48,62.42,14.1212,42.0015,1.26716,3.90401,73.1525,6.59226,3.78504,1.74166,1.27255,0.163018,0.0935988,0.06941895931959152,0.27942,1.54762,0.311949,0.653463,,,4.88727,0.541717,-0.442261,999,,,,,,,285.99999999999994,2.8599999999999994,330,3.3,,,,,,,,,,,,,,,,,,,"Ryan Feltner","21446",663372
"Porter Hodge","CHC",1.88795,1.20912,0,3.51045,42.049,0,1,0.7209,,44.584,188.645,34.0834,18.61,17.39,3.83498,21.7462,1.44494,2.34232,50.8953,10.274,4.38981,2.34042,0.774152,0.269794,0.115275,0.15451809763908386,0.207123,1.25223,0.27542,0.737597,,,3.59112,0.540755,0.46415,999,,,,,,,234.4,5.208888888888889,212,4.711111111111111,,,,,,,,,,,,,,,,,,,"Porter Hodge","26413",687863
"Brusdar Graterol","LAD",2.27331,0.871053,0,3.31004,40.669,0,0,4.7671,,41.9542,173.352,38.9694,16.56,15.43,2.58023,10.0624,0.968255,2.25698,30.4005,6.52151,2.15857,3.02121,0.55351,0.175369,0.058046,0.11732328683137894,0.241997,1.1687,0.284176,0.714931,,,3.36634,0.538386,0.509187,999,,,,,,,216.50000000000003,5.154761904761905,215,5.119047619047619,,,,,,,,,,,,,,,,,,,"Brusdar Graterol","20367",660813
"Jordan Montgomery","TEX",2.22294,3.33065,0.499893,4.58661,16.074,7.658,0,0.6445,,51.9796,222.98,52.3394,28.34,26.49,6.75808,16.8759,0.956196,1.71083,39.506,6.84026,2.92198,2.34097,1.17013,0.177173,0.0756834,0.10148913413286209,0.256071,1.33159,0.288253,0.68406,,,4.37799,0.538375,0.350251,999,,,,,,,190.50000000000006,3.6634615384615397,196,3.769230769230769,,,,,,,,,,,,,,,,,,,"Jordan Montgomery","16511",656756
"Blake Treinen","LAD",3.01321,1.32857,0,3.90948,55.817,0,1,14.311,,56.3784,237.372,49.8083,26.25,24.49,6.10701,19.8767,1.195,2.64683,57.0863,9.113,3.17302,2.87202,0.974897,0.240493,0.0837363,0.15675639361143112,0.23183,1.23602,0.288162,0.710475,,,3.71673,0.535966,0.334227,999,,,,,,,316.6000000000001,5.65357142857143,308,5.5,,,,,,,,,,,,,,,,,,,"Blake Treinen","12572",595014
"Robert Garcia","TEX",2.87156,1.85628,0,3.85989,61.595,0,17,6.1873,,60.6702,253.9,53.6333,27.96,26.02,7.55216,19.4906,1.82477,2.4165,63.3247,9.39378,2.89129,3.24899,1.12031,0.249408,0.0767648,0.17264356464147568,0.231185,1.20527,0.286012,0.722035,,,3.74911,0.535246,0.397144,241.42999267578125,,,,,,,384.60000000000014,6.304918032786888,373,6.114754098360656,,,,,,,,,,,,,,,,,,,"Robert Garcia","23363",676395
"Ryan Fernandez","STL",2.19636,1.58798,0,3.82953,48.807,0,0,0.6663,,51.3039,215.842,45.0338,23.31,21.83,5.53268,18.9192,1.46146,1.10062,52.4455,9.20027,3.31891,2.77208,0.970571,0.242981,0.0876529,0.15532777458429337,0.229972,1.24655,0.286563,0.723092,,,3.66323,0.532967,0.374326,999,,,,,,,234.60000000000002,4.6000000000000005,225,4.411764705882353,,,,,,,,,,,,,,,,,,,"Ryan Fernandez","24862",681676
"Brendon Little","TOR",2.58492,1.17855,0,3.11058,52.641,0,0,9.6885,,52.0224,218.395,40.9642,19.33,17.98,3.59602,24.4782,1.49978,2.88627,56.8034,9.82712,4.23479,2.32057,0.62212,0.260095,0.112082,0.1480126976966858,0.214439,1.25797,0.28606,0.76335,,,3.42799,0.531304,0.843479,999,,,,,,,302,5.8076923076923075,281,5.403846153846154,,,,,,,,,,,,,,,,,,,"Brendon Little","21574",663893
"Chris Martin","TEX",2.38064,1.52429,0,3.8092,50.83,0,7,11.9724,,51.6486,211.679,48.2216,23.43,21.86,6.36438,9.46731,1.23246,2.23482,46.3284,8.07294,1.64972,4.89352,1.10902,0.218861,0.0447247,0.17413660883903503,0.241135,1.11695,0.284193,0.702332,,,3.62279,0.531171,0.428184,681.5800170898438,,,,,,,328.2,6.311538461538461,324,6.230769230769231,,,,,,,,,,,,,,,,,,,"Chris Martin","11847",455119
"Braydon Fisher","TOR",2.41193,1.24712,0,3.51118,49.013,0.091,1,6.7852,,50.5727,212.624,38.355,21.07,19.73,5.26136,23.8323,2.10331,1.90217,58.7344,10.4525,4.24124,2.46448,0.93632,0.276235,0.112086,0.16414882242679596,0.205228,1.22966,0.269285,0.750023,,,3.69141,0.525716,0.58127,999,,,,,,,290.1,5.688235294117647,263,5.1568627450980395,,,,,,,,,,,,,,,,,,,"Braydon Fisher","24609",680755
"Ryan Yarbrough","NYY",2.37567,2.11896,0,4.15362,42.23,2.622,0,7.1865,,63.6168,268.346,58.2423,31.52,29.36,8.36695,18.1991,1.52937,5.27488,54.414,7.69806,2.57466,2.98993,1.18369,0.202775,0.0678193,0.13495582342147827,0.237848,1.20159,0.273903,0.694006,,,4.2412,0.520547,0.325191,999,,,,,,,291.40000000000003,4.5531250000000005,283,4.421875,,,,,,,,,,,,,,,,,,,"Ryan Yarbrough","16502",642232
"Kody Funderburk","MIN",2.61822,1.74627,0,3.90984,58.465,0,4,14.9704,,62.3811,267.804,57.2636,29.13,27.1,4.72122,25.0554,1.44639,4.22271,56.4291,8.14127,3.61485,2.25217,0.681151,0.21071,0.0935586,0.11715155839920044,0.240073,1.31961,0.296221,0.702543,,,3.71788,0.520459,0.348032,746.469970703125,,,,,,,354.09999999999997,5.711290322580645,350,5.645161290322581,,,,,,,,,,,,,,,,,,,"Kody Funderburk","24993",681892
