Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Yohan Ramírez","PIT",2.16911,1.50029,0,4.17966,45.824,0,0,10.1401,,50.0854,217.49,44.166,24.85,23.26,5.29083,21.4093,1.3632,5.57858,52.4042,9.41668,3.84711,2.44773,0.950726,0.24095,0.0984382,0.142511747777462,0.23184,1.30927,0.292719,0.700131,,,4.03233,0.320312,0.115166,999,,,,,,,257.1,5.142,248,4.96,,,,,,,,,,,,,,,,,,,"Yohan Ramirez","19444",670990
"Ryan Watson","BOS",2.21351,1.60545,0,4.23016,45.815,0,0,0,,48.2748,206.506,45.2744,24.42,22.69,5.96065,17.0635,1.7955,2.13432,45.7288,8.52534,3.1812,2.67991,1.11126,0.22144,0.0826297,0.1388106644153595,0.24171,1.29131,0.289884,0.702274,,,4.0388,0.319671,0.110559,999,,,,,,,199.40000000000003,4.154166666666668,197,4.104166666666667,,,,,,,,,,,,,,,,,,,"Ryan Watson","sa3015070",670245
"Luinder Avila","KCR",1.15543,0.80419,0,3.74091,27.324,0,0,0.666,,31.6367,134.871,27.3046,14.06,13.15,2.55964,13.5495,0.858078,1.49597,31.2188,8.88112,3.85456,2.30405,0.728165,0.231472,0.100463,0.13100925832986832,0.22787,1.29135,0.287575,0.718907,,,3.64006,0.31786,0.279566,999,,,,,,,150.7,4.709375,142,4.4375,,,,,,,,,,,,,,,,,,,"Luinder Avila","24452",679883
"Ben Casparius","LAD",2.49468,1.20223,0,4.28149,46.265,0.144,0,13.2996,,54.4647,233.246,47.746,27.73,25.91,6.85476,23.1162,1.18328,2.08989,53.1534,8.78331,3.81983,2.2994,1.13271,0.227885,0.0991066,0.12877868860960007,0.229504,1.30107,0.276232,0.704021,,,4.20782,0.316957,0.0222059,999,,,,,,,271.7,5.031481481481482,262,4.851851851851852,,,,,,,,,,,,,,,,,,,"Ben Casparius","30085",676508
"Cade Gibson","MIA",2.17218,1.72443,0,4.06274,54.72,0.1,0,11.9227,,60.853,261.562,56.3369,29.48,27.47,5.37794,22.3614,1.77472,5.92018,51.2842,7.58479,3.30719,2.29342,0.795383,0.196069,0.0854919,0.11057719588279724,0.241499,1.29325,0.288526,0.691568,,,3.99277,0.311176,0.294338,999,,,,,,,310.30000000000007,5.08688524590164,306,5.016393442622951,,,,,,,,,,,,,,,,,,,"Cade Gibson","31815",806188
"Hayden Birdsong","SFG",2.3463,3.74618,0.584934,4.78798,20.339,8.017,0,0.6515,,54.9626,241.758,50.3757,31.22,29.24,8.44491,27.6539,0.87764,2.85935,52.586,8.61084,4.52826,1.90158,1.38283,0.217515,0.114387,0.1031283587217331,0.238471,1.41969,0.279141,0.707022,,,4.88454,0.306989,0.196153,999,,,,,,,195.60000000000002,3.5563636363636366,188,3.418181818181818,,,,,,,,,,,,,,,,,,,"Hayden Birdsong","31635",806185
"John Schreiber","KCR",2.57337,2.02861,0,4.32952,62.685,0,1,13.5302,,61.4271,263.663,57.9488,31.59,29.55,7.63853,22.4448,1.08581,2.80583,55.6444,8.15275,3.28851,2.47916,1.11916,0.211044,0.0851269,0.12591668218374252,0.243061,1.30876,0.287274,0.700198,,,4.17318,0.306478,-0.012725,999,,,,,,,300.2000000000001,4.921311475409838,299,4.901639344262295,,,,,,,,,,,,,,,,,,,"John Schreiber","20020",670167
"Lucas Erceg","KCR",2.44396,1.86,0,4.16057,59.014,0,4,12.8377,,61.5853,265.391,56.7747,30.42,28.47,6.32361,25.7262,1.29238,3.229,54.7443,8.00026,3.7596,2.12796,0.924125,0.206278,0.096937,0.10934065282344818,0.240127,1.33962,0.287687,0.707162,,,4.10264,0.306262,0.24528,644.6199951171875,,,,,,,331.79999999999995,5.3516129032258055,327,5.274193548387097,,,,,,,,,,,,,,,,,,,"Lucas Erceg","19360",668674
"Ryan Zeferjahn","LAA",2.2601,2.02107,0,4.1916,59.76,0.028,1,9.4651,,62.1815,269.924,51.7871,30.87,28.96,7.64212,31.7932,1.96621,4.06261,70.4966,10.2035,4.60168,2.21735,1.1061,0.261172,0.117786,0.14338602870702744,0.221248,1.34414,0.283108,0.723235,,,4.19529,0.305499,0.142806,999,,,,,,,298.2,4.809677419354839,279,4.5,,,,,,,,,,,,,,,,,,,"Ryan Zeferjahn","25420",666171
"Justin Slaten","BOS",2.80414,1.94754,0,4.0699,56.473,0,1,13.495,,60.8566,258.058,54.2993,29.52,27.52,7.66269,23.0101,1.32017,1.99078,55.2646,8.17301,3.40293,2.40176,1.13322,0.214156,0.0891664,0.12498979270458221,0.232987,1.27035,0.274124,0.717756,,,4.18824,0.302244,0.191709,999,,,,,,,304.60000000000014,4.9934426229508215,293,4.80327868852459,,,,,,,,,,,,,,,,,,,"Justin Slaten","25648",686580
"Andre Granillo","WSN",1.16563,1.02161,0,3.93055,33.533,0,2,9.8545,,37.7581,160.32,30.5887,17.69,16.49,4.5762,17.387,1.36568,1.03957,40.1572,9.57185,4.14435,2.30961,1.09078,0.250481,0.108452,0.14202944189310074,0.215575,1.27061,0.267727,0.728564,,,4.04768,0.300377,0.1901,999,,,,,,,215.1,5.660526315789474,201,5.2894736842105265,,,,,,,,,,,,,,,,,,,"Andre Granillo","29542",701552
"Danny Coulombe","BOS",2.46222,2.62185,0,4.04009,43.48,0.105,1,10.2242,,42.2812,178.288,37.0265,20.35,18.98,5.35608,15.6193,0.766917,1.52177,42.566,9.06063,3.32474,2.72521,1.1401,0.238748,0.0876072,0.1511411964893341,0.229768,1.24514,0.279712,0.715343,,,3.98469,0.299955,0.199261,999,,,,,,,230.10000000000002,5.4785714285714295,222,5.285714285714286,,,,,,,,,,,,,,,,,,,"Danny Coulombe","13293",543056
"Keegan Akin","BAL",2.89773,2.02805,0,4.19214,61.047,0.211,2,15.5222,,64.3204,270.704,58.1953,32.09,29.96,9.92506,20.0162,1.41476,2.1803,61.2217,8.56642,2.80076,3.0586,1.38876,0.226157,0.0739413,0.15221573412418365,0.234179,1.21597,0.272158,0.717103,,,4.27275,0.298077,0.147413,999,,,,,,,329.8,5.153125,320,5,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Elvis Alvarado","ATH",2.40666,1.93917,0,4.37055,55.935,0,5,10.4828,,60.0679,261.316,52.6337,31.22,29.17,7.80005,28.8629,1.77301,3.44875,66.4136,9.95078,4.32454,2.301,1.16868,0.254151,0.110452,0.14369864761829376,0.229837,1.35674,0.289641,0.71237,,,4.22571,0.292056,0.0359982,746.489990234375,,,,,,,308.8,5.1466666666666665,297,4.95,,,,,,,,,,,,,,,,,,,"Elvis Alvarado","21662",665660
"Brandon Williamson","CIN",1.39224,2.10614,0,4.60131,33.878,2.835,0,0.6509,,52.6155,229.128,49.8668,28.69,26.9,6.81125,22.4228,1.50831,2.38047,47.6731,8.15459,3.83547,2.1261,1.16508,0.208063,0.0978614,0.11020182818174362,0.244056,1.37392,0.287343,0.694771,,,4.42011,0.291435,0.0404515,999,,,,,,,204.10000000000002,3.8509433962264157,202,3.811320754716981,,,,,,,,,,,,,,,,,,,"Brandon Williamson","25463",682227
"Brenan Hanifee","DET",1.95222,1.62688,0,4.17054,50.643,0,0,10.8769,,55.7842,239.892,56.0525,27.83,25.85,4.87227,19.4045,1.426,2.38469,39.3554,6.34945,3.13064,2.02816,0.786072,0.164055,0.0808886,0.0831664428114891,0.257001,1.35266,0.294351,0.693909,,,4.03138,0.291039,0.128986,999,,,,,,,266.30000000000007,4.755357142857144,274,4.892857142857143,,,,,,,,,,,,,,,,,,,"Brenan Hanifee","22304",669724
"Mike Vasil","CHW",2.3067,2.7422,0,4.45449,58.557,1.671,1,14.6187,,78.2715,341.036,75.1459,41.56,38.74,8.25804,33.8241,2.32197,4.29086,62.1217,7.14303,3.88925,1.83661,0.949546,0.182156,0.0991806,0.08297540992498398,0.248071,1.39221,0.287639,0.692032,,,4.38024,0.290877,-0.0097737,999,,,,,,,358.80000000000007,4.6000000000000005,361,4.628205128205129,,,,,,,,,,,,,,,,,,,"Mike Vasil","30105",678024
"Martín Pérez","ATL",2.72452,3.6015,3.31089,5.35024,8.761,8.589,0,0,,46.2596,206.148,51.9012,29.4,27.5,6.37515,18.1348,0.157592,2.25344,31.2884,6.0873,3.5282,1.72533,1.24031,0.151777,0.0879698,0.06380680203437805,0.279399,1.51398,0.307409,0.664956,,,4.89617,0.288427,-0.0188339,999,,,,,,,133.40000000000003,2.900000000000001,154,3.347826086956522,,,,,,,,,,,,,,,,,,,"Martin Perez","6902",527048
"Matt Festa","CLE",2.08453,2.03942,0,4.45025,56.306,0,1,12.2763,,57.6777,248.105,52.6764,30.5,28.52,7.73437,21.8124,1.38584,4.26408,56.4099,8.80217,3.40359,2.58614,1.20687,0.227363,0.087916,0.13944746553897858,0.237251,1.29147,0.284653,0.690988,,,4.27867,0.288189,0.0313925,999,,,,,,,280.00000000000006,4.8275862068965525,273,4.706896551724138,,,,,,,,,,,,,,,,,,,"Matt Festa","19330",670036
"Tyler Phillips","MIA",2.22487,1.882,0,4.32937,57.605,0.022,2,15.4502,,66.5224,287.283,67.0134,34.51,32,6.90346,24.6846,1.99463,2.05269,52.0028,7.03561,3.33965,2.10669,0.933988,0.181016,0.0859243,0.09509160369634628,0.257204,1.37845,0.298106,0.697133,,,4.12655,0.285803,0.00111148,999,,,,,,,328.49999999999994,4.902985074626865,337,5.029850746268656,,,,,,,,,,,,,,,,,,,"Tyler Phillips","20629",663969
"Dauri Moreta",,1.51408,1.5643,0,3.9209,26.504,0,0,0,,27.3611,114.923,22.2437,12.76,11.92,3.66071,10.5287,0.629352,1.39054,31.8267,10.4689,3.46325,3.02284,1.20413,0.276939,0.0916152,0.1853232979774475,0.215949,1.19777,0.275235,0.723843,,,3.85491,0.285727,0.113432,999,,,,,,,121.40000000000002,4.496296296296297,111,4.111111111111111,,,,,,,,,,,,,,,,,,,"Dauri Moreta","21101",664294
"Jakob Junis","TEX",2.46147,1.85335,0,4.36085,53.67,0.298,0,13.2991,,61.605,260.261,59.9991,31.94,29.85,8.30268,16.2857,1.30363,2.91102,50.4709,7.3734,2.37921,3.09909,1.21296,0.193924,0.0625746,0.13134987652301788,0.248893,1.23829,0.283594,0.685804,,,4.18348,0.283852,0.040608,999,,,,,,,299.4,4.829032258064516,301,4.854838709677419,,,,,,,,,,,,,,,,,,,"Jakob Junis","13619",596001
"Gavin Stone","LAD",1.27948,1.11525,0.173173,4.41885,11.116,2.89,0,0.7772,,25.8868,110.756,25.6643,13.6,12.71,3.35572,8.34382,0.42173,0.910437,22.2567,7.73794,2.90088,2.66745,1.16667,0.200953,0.0753354,0.1256180927157402,0.252847,1.31372,0.293963,0.696282,,,4.17326,0.282835,0.127784,999,,,,,,,108.9,4.188461538461539,112,4.3076923076923075,,,,,,,,,,,,,,,,,,,"Gavin Stone","27792",694813
"Andrew Chafin","MIN",2.01841,1.53026,0,4.41042,46.96,0,0,6.7692,,46.3221,202.437,44.484,24.42,22.7,4.91625,20.8321,0.969019,1.81495,46.5196,9.03837,4.04751,2.23307,0.955187,0.229797,0.102907,0.12689073383808136,0.247421,1.41004,0.308269,0.699876,,,3.97304,0.281458,0.00378093,999,,,,,,,217.50000000000003,4.728260869565218,218,4.739130434782608,,,,,,,,,,,,,,,,,,,"Andrew Chafin","12988",605177
"Ryne Stanek","STL",2.59432,2.05903,0,4.3207,58.3,0,2,11.5134,,57.4074,247.234,50.2311,29.32,27.56,7.21989,26.4258,1.07405,1.49009,55.6246,8.7205,4.14288,2.10494,1.13189,0.224988,0.106886,0.11810192465782166,0.229033,1.33531,0.274878,0.711308,,,4.29103,0.278529,0.0801537,999,,,,,,,294.69999999999993,5.17017543859649,283,4.964912280701754,,,,,,,,,,,,,,,,,,,"Ryne Stanek","15947",592773
"Carson Whisenhunt","SFG",1.26789,1.87757,0.27339,4.5452,12.332,3.962,0,0.6515,,29.0284,125.598,29.1502,15.72,14.66,3.86691,10.3497,0.464396,1.0738,24.8079,7.69146,3.20885,2.39695,1.1989,0.197518,0.0824037,0.11511416733264923,0.255313,1.36073,0.295712,0.69764,,,4.33826,0.274784,0.121831,999,,,,,,,111.00000000000003,3.8275862068965525,114,3.9310344827586206,,,,,,,,,,,,,,,,,,,"Carson Whisenhunt","31676",687931
"Jonathan Loáisiga","ARI",1.43408,1.1202,0,4.04999,40.302,0,0,10.9704,,42.0001,178.586,41.89,20.27,18.9,3.88429,12.0795,1.02952,2.70361,31.4416,6.73746,2.58847,2.60288,0.832346,0.176059,0.0676399,0.10841862857341766,0.255734,1.28498,0.295817,0.694384,,,3.89614,0.273376,0.199277,999,,,,,,,213.40000000000003,5.0809523809523816,219,5.214285714285714,,,,,,,,,,,,,,,,,,,"Jonathan Loaisiga","19753",642528
"Casey Legumina","SEA",1.9817,1.70752,0,4.14038,47.883,0.026,0,4.3334,,50.6693,215.032,43.1768,24.91,23.31,7.24415,19.5527,1.44322,2.78405,51.4263,9.13445,3.473,2.63013,1.28672,0.239157,0.0909296,0.14822718501091003,0.224068,1.23802,0.268105,0.71917,,,4.28636,0.272491,0.168681,999,,,,,,,228.50000000000006,4.480392156862746,213,4.176470588235294,,,,,,,,,,,,,,,,,,,"Casey Legumina","25921",668984
"Liam Hendriks","MIN",1.00093,0.692517,0,3.93153,22.056,0,1,0.5328,,22.5485,94.1935,19.6928,10.53,9.85,2.77394,6.93602,0.421113,1.02727,23.9636,9.56483,2.76844,3.45495,1.10719,0.254409,0.0736359,0.18077271431684494,0.228375,1.18096,0.284386,0.707787,,,3.66838,0.271477,0.104236,746.5999755859375,,,,,,,114.30000000000001,4.969565217391305,109,4.739130434782608,,,,,,,,,,,,,,,,,,,"Liam Hendriks","3548",521230
"Kyle Backhus","PHI",1.60644,1.10844,0,4.29986,41.298,0,0,6.6189,,39.4548,171.641,37.8775,20.27,18.85,4.05513,14.7834,1.42367,3.64982,38.5999,8.80498,3.37222,2.61103,0.925013,0.224887,0.0861294,0.13875742256641388,0.247229,1.33471,0.305937,0.689406,,,3.9162,0.269594,0.0387084,999,,,,,,,189.60000000000002,4.861538461538462,192,4.923076923076923,,,,,,,,,,,,,,,,,,,"Kyle Backhus","29615",679775
"Justin Sterner","ATH",2.67842,2.11609,0,4.31096,60.01,0.026,10,10.2941,,64.51,273.557,54.4257,33.09,30.9,10.1897,24.9879,1.99759,3.39386,66.0205,9.21073,3.48615,2.64209,1.4216,0.241341,0.0913444,0.14999612420797348,0.221986,1.23103,0.261805,0.711052,,,4.4616,0.266885,0.0985779,412.3999938964844,,,,,,,355.6,5.470769230769231,333,5.123076923076923,,,,,,,,,,,,,,,,,,,"Justin Sterner","27694",686993
"Peyton Pallette","CLE",1.46237,1.32108,0,4.12949,38.576,0,0,0,,40.9518,175.091,34.4609,20.08,18.79,5.42021,17.6522,0.978144,2.39908,45.4101,9.9798,3.87944,2.57248,1.1912,0.259351,0.100817,0.15853363275527954,0.222271,1.27255,0.278675,0.719444,,,4.10692,0.266753,0.145657,999,,,,,,,183.50000000000003,4.475609756097562,170,4.146341463414634,,,,,,,,,,,,,,,,,,,"Peyton Pallette","sa3020742",688883
"Jack Perkins","ATH",1.04651,1.00649,0,4.13556,23.105,0.611,0,0.6384,,30.6851,132.29,25.6143,15.07,14.1,3.8026,14.3537,0.833131,2.19085,34.3575,10.0771,4.20997,2.39363,1.11531,0.259713,0.108502,0.15121151506900787,0.221298,1.30252,0.281131,0.718674,,,4.1243,0.266526,0.180071,999,,,,,,,136.6,4.406451612903226,127,4.096774193548387,,,,,,,,,,,,,,,,,,,"Jack Perkins","31468",678022
"Enyel De Los Santos","HOU",2.57573,1.84401,0,4.31074,56.669,0,0,12.2423,,58.229,248.238,53.034,29.84,27.89,7.99088,21.6856,1.12828,2.20853,55.3394,8.55338,3.35177,2.5519,1.23509,0.222929,0.0873579,0.13557061553001404,0.236396,1.2832,0.279747,0.706405,,,4.24944,0.266256,0.0313905,999,,,,,,,279.00000000000006,4.810344827586208,272,4.689655172413793,,,,,,,,,,,,,,,,,,,"Enyel De Los Santos","18403",660853
"Sean Newcomb","CHW",2.17661,3.05112,0,4.59705,54.376,2.82,1,10.2281,,73.4167,319.714,69.1076,40.19,37.5,9.56684,30.8808,1.7147,5.38942,68.047,8.34174,3.78561,2.20354,1.17278,0.212837,0.0965887,0.11624818295240402,0.243814,1.36193,0.289271,0.690554,,,4.45753,0.266108,-0.0223966,999,,,,,,,310.80000000000007,4.257534246575343,308,4.219178082191781,,,,,,,,,,,,,,,,,,,"Sean Newcomb","16943",656794
"Will Klein","LAD",2.38536,1.12391,0,4.24084,45.297,0,0,8.0834,,47.9197,209.528,40.5582,24.08,22.58,5.44221,26.8638,1.09859,2.021,55.9618,10.5104,5.04541,2.08316,1.02212,0.267085,0.128211,0.13887383043766022,0.224521,1.40698,0.294501,0.724748,,,4.08422,0.266039,0.11056,999,,,,,,,244.10000000000005,5.085416666666668,232,4.833333333333333,,,,,,,,,,,,,,,,,,,"Will Klein","27787",694361
"Tim Herrin","CLE",2.00024,1.80054,0,4.12943,53.45,0,0,10.103,,51.9152,224.304,46.4744,25.56,23.82,5.34195,22.1001,1.16366,4.448,50.301,8.72016,3.83126,2.27606,0.926078,0.224254,0.0985273,0.12572655826807022,0.235009,1.32089,0.289435,0.70405,,,4.06911,0.264988,0.119773,999,,,,,,,265.70000000000005,5.109615384615386,257,4.9423076923076925,,,,,,,,,,,,,,,,,,,"Tim Herrin","25139",682120
"Connor Brogdon","CLE",1.70194,1.6103,0,4.3607,45.661,0,0,7.0755,,48.1712,205.612,43.8437,24.98,23.34,6.74617,18.4748,1.28132,1.27217,47.9546,8.95953,3.45172,2.59567,1.26041,0.233229,0.0898531,0.14337585121393204,0.23589,1.29369,0.282833,0.706181,,,4.19453,0.264058,0.00838946,999,,,,,,,221.70000000000002,4.61875,216,4.5,,,,,,,,,,,,,,,,,,,"Connor Brogdon","21205",641401
"José Leclerc",,1.94267,2.06441,0,4.07109,34.019,0,0,0,,35.3935,150.955,28.6242,17.07,16.01,4.21628,16.4004,0.717545,2.06968,37.6977,9.58592,4.17035,2.29859,1.07213,0.249728,0.108644,0.14108383655548096,0.216056,1.27211,0.269489,0.714552,,,4.11911,0.263897,0.131844,999,,,,,,,156.4,4.468571428571429,145,4.142857142857143,,,,,,,,,,,,,,,,,,,"Jose Leclerc","14524",600917
"Pierce Johnson","CIN",2.20045,1.76181,0,4.37068,58.371,0,1,11.983,,58.8101,251.43,53.7704,30.56,28.56,8.52814,23.3721,1.16005,1.13746,60.659,9.28294,3.57674,2.59536,1.3051,0.241256,0.0929566,0.14829956740140915,0.236957,1.31172,0.286828,0.714422,,,4.20768,0.261624,-0.0173095,999,,,,,,,288.5,4.889830508474576,281,4.762711864406779,,,,,,,,,,,,,,,,,,,"Pierce Johnson","13435",572955
"Yennier Cano","BAL",2.54372,1.7701,0,4.21043,55.61,0,1,12.5929,,54.935,235.189,53.3054,27.58,25.7,5.76309,20.4307,1.01737,2.18562,47.9195,7.85065,3.34716,2.34547,0.944167,0.203749,0.0868693,0.1168796569108963,0.250763,1.34224,0.299215,0.702873,,,3.98942,0.256113,0.0755483,999,,,,,,,282.4,5.134545454545454,284,5.163636363636364,,,,,,,,,,,,,,,,,,,"Yennier Cano","25911",666974
"Kyle Hart","SDP",1.18296,1.26439,0,4.19099,25.869,1.367,0,0.6586,,35.4546,152.085,32.0092,17.7,16.51,4.37251,13.6638,0.870182,2.04588,35.0203,8.88976,3.4685,2.563,1.10994,0.230268,0.0898434,0.14042498171329498,0.234714,1.28821,0.284966,0.707256,,,4.09217,0.255007,0.0878508,999,,,,,,,152.60000000000002,4.36,149,4.257142857142857,,,,,,,,,,,,,,,,,,,"Kyle Hart","19646",606996
"Jacob Webb","CHC",2.34063,1.61316,0,3.9992,52.169,0,0,10.7059,,54.1909,227.385,44.6596,25.73,24.08,7.16034,21.4025,1.2645,1.96851,50.0036,8.30458,3.55452,2.33634,1.18919,0.219907,0.0941246,0.12578286975622177,0.218905,1.21906,0.255358,0.719733,,,4.3012,0.254234,0.226871,999,,,,,,,271.5,5.027777777777778,254,4.703703703703703,,,,,,,,,,,,,,,,,,,"Jacob Webb","19274",657097
"Julian Fernández","WSN",1.73279,1.76313,0,4.56004,53.061,0,2,0.6515,,56.4469,246.217,53.3261,30.63,28.6,6.80992,25.0855,1.56653,2.26432,53.2743,8.49416,3.99969,2.12371,1.08579,0.216371,0.101884,0.11448764055967331,0.243646,1.38912,0.292954,0.693716,,,4.26947,0.25256,-0.176709,999,,,,,,,229.50000000000006,4.0982142857142865,228,4.071428571428571,,,,,,,,,,,,,,,,,,,"Julian Fernandez","18341",642759
"Brock Stewart","LAD",1.78448,0.837933,0,4.17109,33.496,0,0,0.7772,,33.5524,143.756,28.7699,16.66,15.55,4.40144,14.0108,0.775053,2.27184,38.3976,10.2997,3.75823,2.74057,1.18063,0.267102,0.0974625,0.1696399301290512,0.225694,1.27504,0.287791,0.713317,,,4.00755,0.252437,0.078313,999,,,,,,,159.00000000000003,4.676470588235295,150,4.411764705882353,,,,,,,,,,,,,,,,,,,"Brock Stewart","16727",592779
"Yuki Matsui","SDP",2.19088,1.56087,0,4.08974,49.698,0,0,4.2149,,51.3187,217.855,44.1147,25.05,23.32,7.03087,21.0196,1.4814,1.30426,49.8543,8.74318,3.6863,2.3718,1.23304,0.228841,0.0964841,0.13235729187726974,0.225614,1.26921,0.267471,0.724969,,,4.27827,0.251174,0.168679,999,,,,,,,226.90000000000006,4.449019607843138,214,4.196078431372549,,,,,,,,,,,,,,,,,,,"Yuki Matsui","33826",673513
"Carlos Vargas","SEA",2.11829,1.8223,0,4.04056,52.33,0,0,10.0103,,54.6608,234.501,53.3601,26.36,24.54,4.76134,18.9548,1.65882,3.90887,39.4549,6.49632,3.12094,2.08153,0.783962,0.168251,0.0808304,0.08742016553878784,0.25213,1.32298,0.290279,0.700009,,,4.07875,0.250575,0.280535,999,,,,,,,256.7,4.667272727272727,259,4.709090909090909,,,,,,,,,,,,,,,,,,,"Carlos Vargas","22915",672841
"Tanner Houck","BOS",0.919768,1.17577,0.147638,4.13417,6.976,2.729,0,0,,20.8119,89.1112,20.0971,10.24,9.56,2.07453,7.13414,0.323352,1.4586,16.2499,7.02719,3.08512,2.27777,0.897121,0.182355,0.0800589,0.10229655355215073,0.249597,1.30845,0.28978,0.698455,,,4.10801,0.250444,0.26564,999,,,,,,,86.80000000000001,4.133333333333334,87,4.142857142857143,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"Tomoyuki Sugano","COL",5.15953,8.84383,9.24522,5.76995,20.314,20.314,0,0,,114.942,510.412,137.296,78.6,73.69,20.9691,32.75,0.505013,5.44231,67.2168,5.2631,2.56433,2.05242,1.64188,0.131691,0.0641638,0.06752751022577286,0.290747,1.47941,0.302909,0.649986,,,5.33399,0.248937,-0.620256,999,,,,,,,256.50000000000006,2.2304347826086963,322,2.8,,,,,,,,,,,,,,,,,,,"Tomoyuki Sugano","35321",608372
"McCade Brown","COL",1.50048,3.15535,0.514626,5.40719,12.669,6.066,0,0.6093,,36.5513,162.747,39.0672,23.49,21.96,5.97542,14.0408,0.548131,2.57337,34.4851,8.49124,3.45726,2.45606,1.47132,0.211893,0.0862737,0.125619575381279,0.26734,1.45297,0.313153,0.661967,,,4.73707,0.24857,-0.0636087,999,,,,,,,119.6,3.2324324324324323,128,3.4594594594594597,,,,,,,,,,,,,,,,,,,"McCade Brown","30004",685326
"Richard Lovelady","WSN",1.27537,1.14691,0,4.08062,37.756,0,0,0.6515,,39.6778,168.919,36.5335,19.32,17.99,4.43792,12.8126,0.923632,3.54337,35.7664,8.11279,2.90625,2.7915,1.00664,0.211738,0.0758509,0.1358867660164833,0.239466,1.24367,0.285654,0.696128,,,4.02299,0.24658,0.194681,999,,,,,,,175.60000000000002,4.390000000000001,173,4.325,,,,,,,,,,,,,,,,,,,"Richard Lovelady","19337",663992
"Grant Wolfram","BAL",1.53399,1.06904,0,4.21058,33.445,0,0,4.4076,,36.508,157.986,34.1809,18.32,17.08,3.89244,15.0324,1.27203,1.83245,35.1661,8.6692,3.70581,2.33935,0.959569,0.22259,0.0951502,0.12743990123271942,0.24221,1.34801,0.296764,0.705908,,,3.98054,0.240474,0.136454,999,,,,,,,171.20000000000002,4.627027027027028,168,4.54054054054054,,,,,,,,,,,,,,,,,,,"Grant Wolfram","21623",664991
"Angel Bastardo","TOR",1.09079,0.714046,0,3.69029,22.097,0.483,0,0,,24.6078,103.552,20.6991,10.81,10.09,2.56049,9.64708,0.743823,1.06382,25.4712,9.31576,3.5283,2.6403,0.936468,0.245973,0.0931612,0.1528121754527092,0.222951,1.2332,0.279875,0.730011,,,3.72344,0.239922,0.211905,999,,,,,,,110.5,4.42,103,4.12,,,,,,,,,,,,,,,,,,,"Angel Bastardo","sa3009716",682785
"Dylan Dodd","ATL",1.43401,1.06288,0,4.51911,38.062,0,0,3.9816,,42.161,179.847,42.4729,22.71,21.17,5.9834,11.5533,1.13071,1.74241,39.8721,8.5114,2.46625,3.45114,1.27726,0.2217,0.0642397,0.1574607640504837,0.255014,1.28143,0.302326,0.686015,,,4.03471,0.239679,-0.107121,999,,,,,,,181.8,4.328571428571429,186,4.428571428571429,,,,,,,,,,,,,,,,,,,"Dylan Dodd","29928",689266
"Keaton Winn","SFG",0.873034,1.22253,0,4.4039,19.153,1.668,0,0.6515,,28.7949,124.026,29.259,15.22,14.09,3.4595,9.60821,0.764435,1.10177,24.8746,7.77467,3.0031,2.58889,1.08128,0.200559,0.0774693,0.12308984994888306,0.258207,1.3498,0.303588,0.695018,,,4.08511,0.23874,0.12313,999,,,,,,,123.30000000000001,4.251724137931035,127,4.379310344827586,,,,,,,,,,,,,,,,,,,"Keaton Winn","23499",676775
"Josh Sborz","TEX",1.66923,1.21737,0,4.42006,37.129,0,0,10.2799,,39.013,167.979,34.7475,20.53,19.16,4.87521,16.8651,0.76909,1.75318,42.1237,9.71762,3.89065,2.49768,1.12467,0.250767,0.1004,0.15036731958389282,0.232641,1.32296,0.291829,0.694005,,,4.03189,0.238656,-0.0632054,999,,,,,,,203.10000000000002,5.207692307692308,197,5.051282051282051,,,,,,,,,,,,,,,,,,,"Josh Sborz","18323",622250
"Nick Mears","KCR",2.43515,1.88087,0,4.27019,58.445,0,0,12.4311,,59.2667,253.663,53.3152,30.15,28.12,7.70056,24.3199,1.48779,1.21245,55.8048,8.47429,3.69312,2.29462,1.16938,0.219996,0.0958748,0.12412100285291672,0.233705,1.30993,0.277082,0.710277,,,4.23347,0.238364,0.08476,999,,,,,,,285.40000000000003,4.837288135593221,276,4.677966101694915,,,,,,,,,,,,,,,,,,,"Nick Mears","25376",683232
"Jaden Hill","COL",2.20584,2.13221,0,4.53068,50.314,0,0,0.6093,,52.4425,229.411,50.4115,28.28,26.4,5.81127,22.2906,1.33973,3.55242,51.3634,8.81481,3.82543,2.30427,0.997309,0.223892,0.0971642,0.12672797590494156,0.247639,1.38632,0.304659,0.688007,,,4.09521,0.236592,-0.0842816,999,,,,,,,209,4.019230769230769,210,4.038461538461538,,,,,,,,,,,,,,,,,,,"Jaden Hill","30250",677955
